Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
"Rougeot Père et Fils, Meursault 1er Cru, Charmes 2019",rougeot-pere-et-fils-meursault-1er-cru-charmes-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277cd430118e61edb8a7,Thu Dec 12 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277cd430118e61edb882_673463508adf4fc1f54dc210_Rougeot%2520Pere%2520et%2520Fils%252C%2520Meursault%25201er%2520Cru%252C%2520Charmes%25202019.png,,"2018, 2019, 2020",clay-limestone,chardonnay,white,1198,,Fermented in oak barrels,12-16 months in French oak,"Lemon curd, white flowers, hazelnut, creamy texture","Lobster, scallops, truffle pasta",91-94 points,,355159,"Rougeot Père et Fils, Meursault 1er Cru, Charmes 2019"
Siro Pacenti Pelagrilli Brunello di Montalcino 2018,siro-pacenti-pelagrilli-brunello-di-montalcino-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277c0c853e1a610b5708,Thu Dec 12 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277c0c853e1a610b56e8_67386df912ab66f45bcf56e1_Siro%2520Pacenti%2520Pelagrilli%2520Brunello%2520di%2520Montalcino%25202018.png,,"2016, 2018, 2019",marl; limestone,sangiovese-grosso,red,448,,"Handpicked, long maceration",24 months in French oak,"Cherry, rose petals, spice, earthy undertones","Roasted lamb, wild boar, hard cheeses",94-96 points,,355161,Siro Pacenti Pelagrilli Brunello di Montalcino 2018
Sperry Alsace Grain de Sable 2021,sperry-alsace-grain-de-sable-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277c2da817cae781896a,Thu Dec 12 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277c2da817cae781892f_6732083bfa5c3213e15ff08d_Sperry%2520Alsace%2520Grain%2520de%2520Sable%25202021.png,,"2020, 2021",sand; loam,sylvaner; auxerrois,red,158,,"Organic practices, spontaneous ferment",Stainless steel aging,"Bright citrus, floral, light-bodied minerality","Fresh salads, seafood platters, goat cheese",88-90 points,,355163,Sperry Alsace Grain de Sable 2021
"Sperry Alsace Pinot Noir ""Les Origines"" 2022",sperry-alsace-pinot-noir-les-origines-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277cbb3ae91156a771e8,Thu Dec 12 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277cbb3ae91156a7717a_6732083a327d1fb638606686_Sperry%2520Alsace%2520Pinot%2520Noir%2520_Les%2520Origines_%25202022.png,,"2021, 2022",gravelly; calcareous,pinot-noir,red,198,,"Minimal intervention, whole cluster",Neutral oak,"Raspberry, strawberry, subtle earthy tones","Duck breast, mushroom risotto",89-91 points,,355165,"Sperry Alsace Pinot Noir ""Les Origines"" 2022"
"Sperry Alsace Pinot Noir ""Vieille Vignes"" 2021",sperry-alsace-pinot-noir-vieille-vignes-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277c6a502aacb92aee15,Thu Dec 12 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277cbb3ae91156a7717a_6732083a327d1fb638606686_Sperry%2520Alsace%2520Pinot%2520Noir%2520_Les%2520Origines_%25202022.png,,"2020, 2021",clay-limestone,pinot-noir,red,198,,"Handpicked, gentle pressing",Neutral oak,"Black cherry, violet, delicate spice","Charcuterie, coq au vin",90-92 points,,355167,"Sperry Alsace Pinot Noir ""Vieille Vignes"" 2021"
Sperry Alsace Riesling Grand Cru Winzenberg 2018,sperry-alsace-riesling-grand-cru-winzenberg-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277d87d97e855054fc76,Thu Dec 12 2024 18:12:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277d87d97e855054fc5b_6732083b7b1948ea80a23413_Sperry%2520Alsace%2520Riesling%2520Grand%2520Cru%2520Winzenberg%25202018.png,,"2017, 2018, 2020",granite,riesling,white,198,,Spontaneous fermentation,Stainless steel; extended lees aging,"Green apple, lime zest, slate minerality","Oysters, ceviche, Asian cuisine",92-94 points,,355169,Sperry Alsace Riesling Grand Cru Winzenberg 2018
"Stéphane Magnien, Morey-Saint-Denis 1er Cru, Cuvée Petites Noix 2019",stephane-magnien-morey-saint-denis-1er-cru-cuvee-petites-noix-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277df9e406bf85e2a98f,Thu Dec 12 2024 18:12:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277df9e406bf85e2a953_6732083a5387060c754b763d_Stephane%2520Magnien%252C%2520Morey-Saint-Denis%25201er%2520Cru%252C%2520Cuvee%252C%2520Petites%2520Noix%25202019.png,,"2018, 2019, 2020",clay-limestone,pinot-noir,red,608,,Whole cluster fermentation,12-18 months in French oak,"Cherry, cranberry, subtle spice, structured tannins","Grilled salmon, roast duck",91-93 points,,355171,"Stephane Magnien, Morey-Saint-Denis 1er Cru, Cuvee Petites Noix 2019"
"Te Mata Awatea Cabernet Merlot, Hawke's Bay 2019",te-mata-awatea-cabernet-merlot-hawkes-bay-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277d9b03153bc38c3719,Thu Dec 12 2024 18:12:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:28 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277d9b03153bc38c36eb_67386dfa5b5b245d69af1fdf_Te%2520Mata%2520Awatea%2520Cabernet%2520Merlot%252C%2520Hawke%2527s%2520Bay%25202019.png,,"2018, 2019, 2020",alluvial-gravel,cabernet-sauvignon; merlot,red,295,,Stainless steel fermentation,12 months in French oak,"Blackcurrant, plum, graphite, silky tannins","Steak, beef wellington, hard cheeses",91-93 points,,355173,"Te Mata Awatea Cabernet Merlot, Hawke's Bay 2019"
Te Mata Elston Chardonnay 2021,te-mata-elston-chardonnay-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277d76596dde4e60080c,Thu Dec 12 2024 18:12:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:28 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277d76596dde4e6007d2_67386dfad8b2c3539d65faed_Te%2520Mata%2520Elston%2520Chardonnay%25202021.png,,"2020, 2021",sand; loam; clay,chardonnay,white,298,,Fermented in oak,10 months in French oak,"Peach, citrus, almond, balanced oak integration","Creamy pasta, roast chicken, soft cheeses",92-94 points,,355175,Te Mata Elston Chardonnay 2021
Te Mata Estate Alma Pinot Noir Hawke's Bay 2021,te-mata-estate-alma-pinot-noir-hawkes-bay-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27806a502aacb92aefa8,Thu Dec 12 2024 18:12:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:28 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277d6a502aacb92aee6e_67386dfa4da80eda385016f5_Te%2520Mata%2520Estate%2520Alma%2520Pinot%2520Noir%2520Hawke%2527s%2520Bay%25202021.png,,"2021, 2022",silt; clay; loam,pinot-noir,red,368,,Fermented in open-top tanks,11 months in French oak,"Red cherry, raspberry, hints of spice","Duck confit, mushroom dishes, salmon",91-93 points,,355177,Te Mata Estate Alma Pinot Noir Hawke's Bay 2021
Te Mata Estate Cabernet Merlot 2020,te-mata-estate-cabernet-merlot-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277ee0b0f105c7177392,Thu Dec 12 2024 18:12:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277ee0b0f105c7177369_67386dfa2aa3b51fcbf87821_Te%2520Mata%2520Estate%2520Cabernet%2520Merlot%25202020.png,,"2019, 2020",alluvial-gravel,cabernet-sauvignon; merlot,red,198,,Traditional fermentation,9 months in French oak,"Blackberry, cassis, light vanilla notes","Grilled meats, burgers, cheddar",89-91 points,,355179,Te Mata Estate Cabernet Merlot 2020
Te Mata Estate Cape Crest Sauvignon Blanc Hawke's Bay 2020,te-mata-estate-cape-crest-sauvignon-blanc-hawkes-bay-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277e51c9256a4f6a33ac,Thu Dec 12 2024 18:12:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:28 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277e51c9256a4f6a334a_6734e1e9d76538209c91cd29_Te%2520Mata%2520Estate%2520Cape%2520Crest%2520Sauvignon%2520Blanc%2520Hawke%2527s%2520Bay%25202020.png,,"2019, 2020, 2021",gravel; clay,sauvignon-blanc,white,249,,Barrel fermentation,6 months in French oak,"Grapefruit, passionfruit, subtle oak, creamy texture","Goat cheese, asparagus, seafood risotto",91-93 points,,355181,Te Mata Estate Cape Crest Sauvignon Blanc Hawke's Bay 2020
Te Mata Estate Coleraine Hawke's Bay 2021,te-mata-estate-coleraine-hawkes-bay-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277e66b985d10e7f7ccf,Thu Dec 12 2024 18:12:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:28 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277e66b985d10e7f7cb4_67386dfa6b26f4521be3322f_Te%2520Mata%2520Estate%2520Coleraine%2520Hawke%2527s%2520Bay%25202021.png,,"2020, 2021",gravelly-soils,cabernet-sauvignon; merlot,red,698,,Traditional Bordeaux-style ferment,17 months in French oak,"Dark berries, tobacco, cedar, structured finish","Prime rib, lamb rack, aged gouda",95-97 points,,355183,Te Mata Estate Coleraine Hawke's Bay 2021
Tedeschi Amarone della Valpolicella Classico DOCG 1980,tedeschi-amarone-della-valpolicella-classico-docg-1980,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277ea553163bf4afb16e,Thu Dec 12 2024 18:12:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277ea553163bf4afb0ee_673208395152e4595306db9b_Tedeschi%2520Amarone%2520della%2520Valpolicella%2520Classico%2520DOCG%25201980.png,,"1980, 1983, 1988",clay; limestone,corvina; rondinella; molinara,red,699,,Appassimento (drying grapes),36-48 months in oak,"Dried cherry, plum, tobacco, leather, earthy complexity","Osso buco, aged Parmigiano Reggiano",90-92 points (historic),,355185,Tedeschi Amarone della Valpolicella Classico DOCG 1980
Terre del Barolo Barolo 1967,terre-del-barolo-barolo-1967,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277f0157ef5762bf173a,Thu Dec 12 2024 18:12:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277f0157ef5762bf16dd_67387164102f21ca9cb16485_Terre%2520del%2520Barolo%2520Barolo%25201967.png,,"1967, 1971, 1974",calcareous-clay,nebbiolo,red,648,,"Long maceration, traditional methods",Large neutral oak barrels,"Rose petal, tar, dried red fruits, truffle, long finish","Wild boar, porcini risotto, mature cheeses",92-94 points (historic),,355187,Terre del Barolo Barolo 1967
The Prisoner Wine Co. 'The Prisoner' Chardonnay Carneros 2021,the-prisoner-wine-co-the-prisoner-chardonnay-carneros-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277f1bb8214e97164ad0,Thu Dec 12 2024 18:12:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277f1bb8214e97164a8a_6734e1ec91d5af86018be411_The%2520Prisoner%2520Wine%2520Co.%2520%2527The%2520Prisoner%2527%2520Chardonnay%2520Carneros%25202021.png,,"2020, 2021",loam; volcanic-clay,chardonnay,white,398,,Fermented in stainless steel,10 months in French oak,"Ripe tropical fruits, vanilla, cream, toasted almonds","Lobster rolls, chicken alfredo",89-91 points,,355189,The Prisoner Wine Co. 'The Prisoner' Chardonnay Carneros 2021
The Prisoner Wine Co. 'The Prisoner' Pinot Noir Sonoma Coast 2021,the-prisoner-wine-co-the-prisoner-pinot-noir-sonoma-coast-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277fd464bc23eea1e44a,Thu Dec 12 2024 18:12:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277fd464bc23eea1e417_67385ad472c9592fe66f44bc_The%2520Prisoner%2520Wine%2520Co.%2520%2527The%2520Prisoner%2527%2520Pinot%2520Noir%2520Sonoma%2520Coas%25202021.png,,"2020, 2021",clay-loam,pinot-noir,red,418,,Fermented in open-top tanks,10 months in French oak,"Bright cherry, raspberry, cinnamon, hints of earth","Duck confit, mushroom tart",90-92 points,,355191,The Prisoner Wine Co. 'The Prisoner' Pinot Noir Sonoma Coast 2021
Thomas Morey Chassagne-Montrachet 1er Cru Les Chenevottes 2019,thomas-morey-chassagne-montrachet-1er-cru-les-chenevottes-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27802b605982414ddae4,Thu Dec 12 2024 18:12:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277f2b605982414dd985_67386dfa5079331077fd6815_Thomas%2520Morey%2520Chassagne%2520Montrachet%25201er%2520Cru%2520Les%2520Chenevottes%25202019.png,,"2018, 2019, 2020",limestone,chardonnay,white,798,,Barrel fermentation,12-16 months in French oak,"Lemon zest, white peach, hazelnut, creamy finish","Scallops, roasted poultry, creamy cheeses",92-94 points,,355193,Thomas Morey Chassagne-Montrachet 1er Cru Les Chenevottes 2019
Thörle Riesling Rheinhessen Auslese 2021,thorle-riesling-rheinhessen-auslese-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2780d9cfd3f28149baa1,Thu Dec 12 2024 18:12:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:29 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2780d9cfd3f28149ba16_6732083c366c9a47970deca7_Thorle%2520Riesling%2520Rheinhessen%2520Auslese.png,,"2020, 2021",loess-loam,riesling,white,398,,"Selective hand harvest, late harvest",Stainless steel; some in large oak,"Candied citrus, honey, apricot, lively acidity","Blue cheese, foie gras, fruit tarts",93-95 points,,355195,Thorle Riesling Rheinhessen Auslese 2021
Thörle Riesling Rheinhessen Kabinett 2022,thorle-riesling-rheinhessen-kabinett-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2780fd842a9391309eaf,Thu Dec 12 2024 18:12:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:33 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2780fd842a9391309e7b_6732083c98e5d10b4f17e01f_Thorle%2520Riesling%2520Rheinhessen%2520Kabinett%25202022.png,,"2021, 2022",loess; limestone,riesling,white,198,,Spontaneous fermentation,Stainless steel,"Green apple, lime, floral notes, crisp minerality","Sushi, salads, light Asian cuisine",91-93 points,,355197,Thorle Riesling Rheinhessen Kabinett 2022
Thörle Riesling Rheinhessen Spätlese 2021,thorle-riesling-rheinhessen-spatlese-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27814d4699b29ad794da,Thu Dec 12 2024 18:12:17 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:31 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27804d4699b29ad79459_6732083d764d7bdd738faf29_Thorle%2520Riesling%2520Rheinhessen%2520Spatlese%25202021.png,,"2020, 2021",loess-loam,riesling,white,258,,"Late harvest, minimal intervention",Stainless steel; short oak ageing,"Ripe peach, citrus blossom, honey, refreshing acidity","Spicy dishes, soft cheeses, fruit desserts",92-94 points,,355199,Thorle Riesling Rheinhessen Spätlese 2021
Thörle Silvaner Rheinhessen Probstey Trocken 2022,thorle-silvaner-rheinhessen-probstey-trocken-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2781323f34ba9d2515c7,Thu Dec 12 2024 18:12:17 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:30 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2780323f34ba9d25159a_6732083d4bad1532eeb9873c_Thorles%2520Silvaner%2520Rheinhessen%2520Probstey%2520Trocken.png,,"2021, 2022",limestone,silvaner,white,488,,"Stainless steel, spontaneous ferment",Stainless steel,"Pear, green herbs, flint, crisp and dry finish","Asparagus, goat cheese, grilled fish",91-93 points,,355227,Thorle Silvaner Rheinhessen Probstey Trocken 2022
Two Hands Semillon Adrestia Adelaide 2019,two-hands-semillon-adrestia-adelaide-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27813a24227e8ea1d405,Thu Dec 12 2024 18:12:17 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:31 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27813a24227e8ea1d3d8_6734e1eabf2c3ddad8c7d8db_Two%2520Hands%2520Semillon%2520Adrestia%2520Adelaide%25202019.png,,"2018, 2019",sandstone; clay,semillon,white,448,,"Stainless steel, oak fermentation",8 months in oak barrels,"Lemon curd, lanolin, beeswax, vibrant acidity","Thai curry, creamy seafood dishes",90-92 points,,355201,Two Hands Semillon Adrestia Adelaide 2019
Unshackled Chardonnay California 2021,unshackled-chardonnay-california-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2781cc258dc50627d29a,Thu Dec 12 2024 18:12:17 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:30 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2781cc258dc50627d203_67386dfa12ab66f45bcf5714_Unshackled%2520Chardonnay%2520California%25202021.png,,"2020, 2021",varied,chardonnay,white,290,,"Stainless steel, partial oak aging",6-8 months in oak,"Pineapple, ripe pear, vanilla, buttery texture","Crab cakes, roasted chicken, creamy pastas",88-90 points,,355203,Unshackled Chardonnay California 2021
Valdicava Brunello di Montalcino DOCG Tuscany 2016,valdicava-brunello-di-montalcino-docg-tuscany-2016,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b278235c8eb9a8cb0b3a9,Thu Dec 12 2024 18:12:18 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:30 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b278235c8eb9a8cb0b39b_6734613d96c925d222468540_Valdicava%2520Brunello%2520di%2520Montalcino%2520DOCG%2520Tuscany.png,,"2015, 2016, 2017",clay; limestone; sand,sangiovese-grosso,red,848,,Fermented in stainless steel,36 months in large oak barrels,"Dark cherry, leather, earth, tobacco, balanced acidity","Braised beef, wild boar, truffle risotto",94-96 points,,355205,Valdicava Brunello di Montalcino DOCG Tuscany 2016
